episode,score,reward,steps,epsilon,learning_rate,loss
4599,82,-13.31047619047619,41,0.6453116494352056,0.0001,0.0366918593645095
4600,81,-10.14857142857143,46,0.645247118270262,0.0001,0.039646990597248
4601,137,-2.4295238095238094,47,0.645182593558435,0.0001,0.0602284371852874
4602,87,-9.139047619047618,50,0.6451180752990792,0.0001,0.0553748533129692
4603,78,-15.408095238095235,48,0.6450535634915493,0.0001,0.0509833320975303
4604,109,-9.610476190476192,47,0.6449890581352001,0.0001,0.0454717464745044
4605,85,-11.196190476190475,48,0.6449245592293866,0.0001,0.0538345649838447
4606,80,-10.358095238095238,47,0.6448600667734637,0.0001,0.0463964864611625
4607,80,-10.68904761904762,45,0.6447955807667864,0.0001,0.063744232058525
4608,167,5.83952380952381,46,0.6447311012087098,0.0001,0.0539176575839519
4609,94,-9.943809523809524,49,0.644666628098589,0.0001,0.0464265719056129
4610,94,-9.724761904761904,47,0.6446021614357791,0.0001,0.0479595847427845
4611,153,4.891904761904762,39,0.6445377012196355,0.0001,0.025091890245676
4612,95,-12.017619047619046,49,0.6444732474495135,0.0001,0.0380948930978775
4613,113,-7.460476190476191,42,0.6444088001247685,0.0001,0.0621658079326152
4614,102,-7.441428571428572,44,0.6443443592447561,0.0001,0.0425983220338821
4615,132,-5.07,47,0.6442799248088316,0.0001,0.0496062487363815
4616,54,-17.058095238095238,44,0.6442154968163507,0.0001,0.0503271520137786
4617,59,-14.196190476190475,44,0.644151075266669,0.0001,0.050559714436531
4618,59,-17.748571428571427,40,0.6440866601591424,0.0001,0.0480113625526428
4619,70,-14.624761904761904,45,0.6440222514931265,0.0001,0.0269864909350872
4620,91,-12.262857142857143,50,0.6439578492679773,0.0001,0.0419606119394302
4621,87,-12.81047619047619,51,0.6438934534830505,0.0001,0.043846309185028
4622,104,-10.503333333333334,43,0.6438290641377022,0.0001,0.045078806579113
4623,90,-12.553333333333333,45,0.6437646812312885,0.0001,0.0374545082449913
4624,110,-9.462857142857144,46,0.6437003047631654,0.0001,0.0386488661170005
4625,68,-15.034285714285716,47,0.6436359347326891,0.0001,0.0184624344110488
4626,99,-14.217619047619047,46,0.6435715711392158,0.0001,0.0626818016171455
4627,54,-17.296190476190475,43,0.6435072139821019,0.0001,0.0675868168473243
4628,102,-7.29857142857143,47,0.6434428632607037,0.0001,0.0774448737502098
4629,73,-10.955714285714286,48,0.6433785189743776,0.0001,0.0300000365823507
4630,83,-11.443809523809524,52,0.6433141811224802,0.0001,0.058316022157669
4631,105,-9.029523809523807,41,0.6432498497043679,0.0001,0.0599530041217803
4632,131,-6.815238095238096,49,0.6431855247193975,0.0001,0.0427913889288902
4633,70,-13.177142857142858,46,0.6431212061669256,0.0001,0.0275401622056961
4634,80,-16.48190476190476,46,0.643056894046309,0.0001,0.0417865812778472
4635,50,-14.096190476190475,44,0.6429925883569043,0.0001,0.0746385157108306
4636,55,-16.95809523809524,51,0.6429282890980687,0.0001,0.0595358498394489
4637,30,-21.267619047619046,46,0.6428639962691588,0.0001,0.0512315705418586
4638,65,-13.643809523809525,42,0.6427997098695319,0.0001,0.0406984500586986
4639,51,-15.400952380952385,47,0.642735429898545,0.0001,0.0489763543009758
4640,116,-5.858095238095238,48,0.6426711563555552,0.0001,0.0597864016890525
4641,69,-13.367619047619048,43,0.6426068892399196,0.0001,0.0490790531039238
4642,91,-10.453333333333331,47,0.6425426285509956,0.0001,0.0531571730971336
4643,91,-11.012857142857143,50,0.6424783742881406,0.0001,0.0391292050480842
4644,59,-16.21285714285714,47,0.6424141264507118,0.0001,0.0499549508094787
4645,49,-15.815238095238096,42,0.6423498850380668,0.0001,0.0361012741923332
4646,82,-11.567619047619049,47,0.642285650049563,0.0001,0.0394648537039756
4647,102,-7.358095238095238,48,0.642221421484558,0.0001,0.0483233965933322
4648,127,-5.608095238095239,46,0.6421571993424096,0.0001,0.0759469121694564
4649,85,-9.953333333333331,46,0.6420929836224754,0.0001,0.0375635884702205
4650,87,-12.115238095238094,42,0.6420287743241131,0.0001,0.0481353029608726
4651,108,-9.52,47,0.6419645714466807,0.0001,0.0453944504261016
4652,113,-10.627142857142855,49,0.6419003749895361,0.0001,0.0608566552400589
4653,112,-11.06047619047619,49,0.6418361849520372,0.0001,0.0585160925984382
4654,124,-4.793809523809524,44,0.641772001333542,0.0001,0.0482811704277992
4655,47,-16.18190476190476,48,0.6417078241334087,0.0001,0.043751947581768
4656,71,-13.041428571428572,44,0.6416436533509953,0.0001,0.075814738869667
4657,53,-16.68190476190476,42,0.6415794889856602,0.0001,0.0359371565282344
4658,106,-8.762857142857143,45,0.6415153310367616,0.0001,0.0432194583117961
4659,94,-12.205714285714286,47,0.6414511795036579,0.0001,0.0515173077583313
4660,110,-9.43190476190476,46,0.6413870343857075,0.0001,0.0443584844470024
4661,59,-12.91047619047619,48,0.641322895682269,0.0001,0.0250584445893764
4662,104,-8.741428571428571,50,0.6412587633927007,0.0001,0.0472448766231536
4663,79,-13.581904761904765,44,0.6411946375163614,0.0001,0.0769450739026069
4664,56,-15.167619047619048,49,0.6411305180526098,0.0001,0.0452358424663543
4665,78,-13.805714285714288,45,0.6410664050008046,0.0001,0.0343688018620014
4666,149,-0.92,43,0.6410022983603045,0.0001,0.0588634833693504
4667,100,-11.32,49,0.6409381981304685,0.0001,0.046047642827034
4668,76,-13.977142857142857,45,0.6408741043106554,0.0001,0.0583110228180885
4669,71,-11.298571428571428,48,0.6408100169002243,0.0001,0.0478936359286308
4670,74,-12.486666666666668,45,0.6407459358985343,0.0001,0.0636111497879028
4671,73,-11.348571428571429,47,0.6406818613049445,0.0001,0.0299821440130472
4672,87,-10.734285714285717,49,0.6406177931188141,0.0001,0.0671011134982109
4673,52,-18.705714285714286,51,0.6405537313395022,0.0001,0.05414929240942
4674,125,-6.236666666666666,47,0.6404896759663683,0.0001,0.0363643057644367
4675,92,-10.75809523809524,52,0.6404256269987717,0.0001,0.0740735679864883
4676,63,-15.705714285714285,47,0.6403615844360718,0.0001,0.0442582592368125
4677,64,-15.153333333333332,49,0.6402975482776282,0.0001,0.0225416868925094
4678,47,-16.28190476190476,43,0.6402335185228004,0.0001,0.0437440536916255
4679,128,-3.865238095238096,51,0.6401694951709481,0.0001,0.0431046448647975
4680,73,-12.63904761904762,43,0.640105478221431,0.0001,0.0421358160674572
4681,81,-13.067619047619049,42,0.6400414676736089,0.0001,0.0289919450879097
4682,130,-8.224761904761905,45,0.6399774635268416,0.0001,0.0330538414418697
4683,99,-9.574761904761903,50,0.6399134657804889,0.0001,0.0337526723742485
4684,48,-14.39142857142857,52,0.6398494744339108,0.0001,0.0561104789376258
4685,125,-9.158095238095235,48,0.6397854894864674,0.0001,0.0591081939637661
4686,84,-10.891428571428571,49,0.6397215109375187,0.0001,0.0480188578367233
4687,74,-17.62952380952381,48,0.639657538786425,0.0001,0.0622251369059085
4688,93,-12.062857142857144,47,0.6395935730325463,0.0001,0.0473682843148708
4689,70,-13.148571428571428,46,0.639529613675243,0.0001,0.0459037497639656
4690,66,-13.429523809523808,47,0.6394656607138755,0.0001,0.0560739859938621
4691,132,-4.667619047619048,42,0.6394017141478041,0.0001,0.0445455610752105
4692,100,-7.367619047619048,46,0.6393377739763894,0.0001,0.0598802864551544
4693,108,-8.127142857142857,48,0.6392738401989917,0.0001,0.048021875321865
4694,100,-7.831904761904763,47,0.6392099128149717,0.0001,0.0528791323304176
4695,84,-11.462857142857144,51,0.6391459918236903,0.0001,0.038730077445507
4696,68,-12.03904761904762,46,0.6390820772245079,0.0001,0.0396182164549827
4697,142,-5.291428571428572,43,0.6390181690167855,0.0001,0.0225665848702192
4698,92,-10.32952380952381,42,0.6389542671998839,0.0001,0.0399094521999359
4699,68,-13.681904761904764,48,0.6388903717731639,0.0001,0.0507490411400795
4700,97,-8.072380952380952,43,0.6388264827359865,0.0001,0.0443940907716751
4701,106,-6.927142857142858,41,0.6387626000877129,0.0001,0.043718434870243
4702,117,-9.350952380952382,48,0.6386987238277041,0.0001,0.0459834709763526
4703,136,-4.427142857142856,44,0.6386348539553214,0.0001,0.0656933560967445
4704,106,-8.450952380952382,48,0.6385709904699258,0.0001,0.051673274487257
4705,85,-10.86285714285714,49,0.6385071333708788,0.0001,0.0406639352440834
4706,104,-6.748571428571428,49,0.6384432826575418,0.0001,0.028169672936201
4707,86,-14.886666666666668,46,0.638379438329276,0.0001,0.0553730987012386
4708,45,-16.243809523809524,48,0.6383156003854431,0.0001,0.0373888947069644
4709,128,-4.1033333333333335,48,0.6382517688254046,0.0001,0.0635456889867782
4710,82,-9.762857142857143,42,0.638187943648522,0.0001,0.0636577904224395
4711,112,-5.696190476190476,42,0.6381241248541571,0.0001,0.0333340987563133
4712,45,-18.167619047619045,49,0.6380603124416717,0.0001,0.0758385434746742
4713,66,-13.298571428571428,48,0.6379965064104276,0.0001,0.0400063320994377
4714,77,-15.643809523809525,47,0.6379327067597865,0.0001,0.0526802204549312
4715,74,-15.772380952380953,44,0.6378689134891106,0.0001,0.0813286900520324
4716,82,-11.781904761904762,46,0.6378051265977617,0.0001,0.043351162225008
4717,78,-10.877142857142855,46,0.6377413460851019,0.0001,0.0489718317985534
4718,43,-16.343809523809526,44,0.6376775719504935,0.0001,0.0478248819708824
4719,156,4.949047619047619,46,0.6376138041932984,0.0001,0.0572162419557571
4720,136,-4.52952380952381,48,0.6375500428128791,0.0001,0.0623353384435176
4721,37,-19.11523809523809,49,0.6374862878085978,0.0001,0.0216582641005516
4722,61,-16.548571428571428,42,0.637422539179817,0.0001,0.056573923677206
4723,94,-11.605714285714283,45,0.637358796925899,0.0001,0.0294289663434028
4724,65,-13.791428571428572,47,0.6372950610462065,0.0001,0.0757172107696533
4725,98,-9.543809523809523,50,0.6372313315401019,0.0001,0.0564897283911705
4726,94,-13.153333333333332,46,0.637167608406948,0.0001,0.0551998578011989
4727,110,-7.812857142857143,45,0.6371038916461073,0.0001,0.0415630489587783
4728,105,-7.248571428571429,48,0.6370401812569426,0.0001,0.0436009429395198
4729,133,-5.024761904761904,45,0.6369764772388169,0.0001,0.0438010990619659
4730,64,-13.82,46,0.636912779591093,0.0001,0.0435346961021423
4731,58,-12.986666666666666,44,0.6368490883131339,0.0001,0.0679621547460556
4732,109,-10.03904761904762,48,0.6367854034043026,0.0001,0.0575015991926193
4733,81,-12.834285714285716,49,0.6367217248639622,0.0001,0.0346915870904922
4734,68,-14.891428571428571,48,0.6366580526914758,0.0001,0.0357502363622188
4735,95,-11.415238095238095,44,0.6365943868862066,0.0001,0.0472002997994422
4736,35,-19.262857142857143,45,0.636530727447518,0.0001,0.0451036617159843
4737,117,-7.322380952380953,46,0.6364670743747733,0.0001,0.0511916875839233
4738,56,-18.59142857142857,49,0.6364034276673358,0.0001,0.0599601864814758
4739,49,-15.64857142857143,48,0.6363397873245691,0.0001,0.0449672602117061
4740,73,-14.28904761904762,48,0.6362761533458366,0.0001,0.0419155582785606
4741,72,-14.662857142857144,44,0.636212525730502,0.0001,0.035610906779766
4742,56,-18.04857142857143,45,0.6361489044779289,0.0001,0.0355232954025268
4743,53,-18.462857142857143,46,0.6360852895874811,0.0001,0.039315178990364
4744,96,-7.905714285714286,47,0.6360216810585224,0.0001,0.0487206503748893
4745,34,-19.22,48,0.6359580788904166,0.0001,0.0621368214488029
4746,128,-6.031904761904762,46,0.6358944830825275,0.0001,0.0569838732481002
4747,102,-10.786666666666664,42,0.6358308936342193,0.0001,0.0410133078694343
4748,48,-18.67714285714285,50,0.6357673105448559,0.0001,0.0293582268059253
4749,99,-10.93190476190476,43,0.6357037338138014,0.0001,0.0481157079339027
4750,71,-13.00095238095238,45,0.6356401634404201,0.0001,0.0355467684566974
4751,98,-9.448571428571428,39,0.6355765994240761,0.0001,0.0311871990561485
4752,107,-9.810476190476187,46,0.6355130417641337,0.0001,0.0413869172334671
4753,86,-12.66047619047619,44,0.6354494904599572,0.0001,0.0432821437716484
4754,120,-5.093809523809524,45,0.6353859455109112,0.0001,0.0323251113295555
4755,76,-10.900952380952385,45,0.6353224069163601,0.0001,0.0500275678932666
4756,97,-9.734285714285717,51,0.6352588746756684,0.0001,0.0570307709276676
4757,127,-5.7509523809523815,51,0.6351953487882008,0.0001,0.0381192192435264
4758,53,-15.153333333333332,48,0.635131829253322,0.0001,0.0350079275667667
4759,79,-10.410476190476192,46,0.6350683160703967,0.0001,0.031846635043621
4760,155,6.639523809523811,43,0.6350048092387897,0.0001,0.0525557436048984
4761,52,-16.94380952380952,49,0.6349413087578658,0.0001,0.0427119396626949
4762,151,4.394285714285717,45,0.63487781462699,0.0001,0.0577081367373466
4763,94,-10.122380952380952,48,0.6348143268455273,0.0001,0.0483523532748222
4764,116,-7.267619047619048,48,0.6347508454128428,0.0001,0.0521763265132904
4765,144,-3.4485714285714284,48,0.6346873703283015,0.0001,0.0332058668136596
4766,87,-12.69142857142857,48,0.6346239015912687,0.0001,0.0462701804935932
4767,88,-12.229523809523808,50,0.6345604392011096,0.0001,0.0315264239907264
4768,70,-11.239047619047618,47,0.6344969831571895,0.0001,0.0414143092930316
4769,84,-12.867619047619048,45,0.6344335334588738,0.0001,0.057775542140007
4770,77,-12.13904761904762,40,0.6343700901055279,0.0001,0.0423230305314064
4771,93,-10.336666666666666,45,0.6343066530965173,0.0001,0.037825733423233
4772,153,6.33952380952381,47,0.6342432224312077,0.0001,0.0413004085421562
4773,98,-7.61047619047619,48,0.6341797981089645,0.0001,0.0515330582857131
4774,112,-6.12,42,0.6341163801291536,0.0001,0.0390810146927833
4775,119,-8.134285714285715,48,0.6340529684911407,0.0001,0.0631054788827896
4776,73,-12.80095238095238,43,0.6339895631942916,0.0001,0.0403380319476127
4777,97,-9.67952380952381,50,0.6339261642379721,0.0001,0.0510554462671279
4778,92,-8.424761904761905,49,0.6338627716215484,0.0001,0.0654355213046073
4779,136,-4.37952380952381,51,0.6337993853443862,0.0001,0.051307126879692
4780,42,-18.134285714285717,47,0.6337360054058517,0.0001,0.032826654613018
4781,141,-4.074761904761904,44,0.6336726318053112,0.0001,0.0399295762181282
4782,74,-14.415238095238095,44,0.6336092645421306,0.0001,0.0554988905787467
4783,107,-8.448571428571428,50,0.6335459036156764,0.0001,0.0528532303869724
4784,81,-11.72,48,0.6334825490253149,0.0001,0.0531826987862587
4785,121,-4.810476190476191,47,0.6334192007704124,0.0001,0.0510866120457649
4786,73,-16.13904761904762,44,0.6333558588503353,0.0001,0.0468287728726863
4787,90,-12.553333333333333,49,0.6332925232644503,0.0001,0.0509029440581798
4788,89,-8.772380952380953,46,0.6332291940121239,0.0001,0.0611618049442768
4789,63,-14.177142857142858,50,0.6331658710927226,0.0001,0.0636627972126007
4790,44,-14.791428571428574,48,0.6331025545056134,0.0001,0.0404865518212318
4791,72,-12.924761904761905,44,0.6330392442501628,0.0001,0.0587810203433036
4792,103,-8.943809523809524,47,0.6329759403257378,0.0001,0.0414276160299778
4793,64,-12.100952380952382,47,0.6329126427317052,0.0001,0.0688420236110687
4794,72,-13.07238095238095,52,0.632849351467432,0.0001,0.0598029345273971
4795,111,-9.70809523809524,44,0.6327860665322853,0.0001,0.0554740913212299
4796,75,-14.331904761904765,42,0.6327227879256321,0.0001,0.0532614365220069
4797,101,-9.143809523809525,46,0.6326595156468395,0.0001,0.0374600812792778
4798,112,-7.710476190476191,45,0.6325962496952748,0.0001,0.0457198768854141
4799,147,-1.6414285714285717,43,0.6325329900703053,0.0001,0.049309879541397
4800,104,-10.38904761904762,44,0.6324697367712983,0.0001,0.036154881119728
4801,106,-10.058095238095238,47,0.6324064897976212,0.0001,0.028666840866208
4802,136,-2.577142857142857,47,0.6323432491486414,0.0001,0.026094764471054
4803,59,-16.36285714285714,47,0.6322800148237265,0.0001,0.0361161306500434
4804,78,-13.443809523809524,50,0.6322167868222441,0.0001,0.0449293814599514
4805,74,-12.920000000000002,47,0.6321535651435619,0.0001,0.0301752854138612
4806,54,-13.458095238095238,49,0.6320903497870476,0.0001,0.0387601032853126
4807,64,-18.486666666666665,48,0.6320271407520689,0.0001,0.0404375940561294
4808,48,-19.24142857142857,45,0.6319639380379937,0.0001,0.0500396862626075
4809,91,-8.691428571428572,47,0.6319007416441899,0.0001,0.0625420436263084
4810,90,-10.505714285714287,48,0.6318375515700254,0.0001,0.0261163488030433
4811,140,-3.800952380952381,46,0.6317743678148684,0.0001,0.0422029867768287
4812,64,-15.653333333333332,42,0.6317111903780869,0.0001,0.0350330919027328
4813,111,-7.803333333333334,43,0.6316480192590491,0.0001,0.0341357588768005
4814,76,-13.69142857142857,49,0.6315848544571232,0.0001,0.0403653867542743
4815,65,-17.243809523809524,46,0.6315216959716775,0.0001,0.0541357807815074
4816,116,-8.493809523809524,43,0.6314585438020803,0.0001,0.0526515394449234
4817,82,-13.56047619047619,47,0.6313953979477002,0.0001,0.0543404966592788
4818,89,-9.224761904761904,45,0.6313322584079054,0.0001,0.039198663085699
4819,107,-6.32952380952381,48,0.6312691251820646,0.0001,0.0499501265585422
4820,71,-11.481904761904762,49,0.6312059982695464,0.0001,0.0372948162257671
4821,79,-10.200952380952382,49,0.6311428776697194,0.0001,0.0411205291748046
4822,99,-9.622380952380952,47,0.6310797633819525,0.0001,0.0572501495480537
4823,105,-8.934285714285714,41,0.6310166554056142,0.0001,0.0472388230264186
4824,105,-10.360476190476192,50,0.6309535537400737,0.0001,0.0438971295952796
4825,69,-11.486666666666668,50,0.6308904583846997,0.0001,0.0518748909235
4826,127,-4.100952380952381,49,0.6308273693388612,0.0001,0.0628328770399093
4827,51,-17.04380952380952,45,0.6307642866019273,0.0001,0.0349852293729782
4828,53,-15.129523809523809,50,0.6307012101732671,0.0001,0.0508207157254219
4829,73,-14.515238095238097,45,0.6306381400522497,0.0001,0.0296770744025707
4830,123,-5.90095238095238,50,0.6305750762382445,0.0001,0.0465417206287384
4831,100,-11.07,45,0.6305120187306207,0.0001,0.0468859821557998
4832,114,-9.265238095238097,47,0.6304489675287476,0.0001,0.0418666154146194
4833,86,-14.453333333333331,45,0.6303859226319947,0.0001,0.0346271656453609
4834,81,-10.191428571428572,49,0.6303228840397315,0.0001,0.0357803478837013
4835,74,-14.22,47,0.6302598517513275,0.0001,0.059718444943428
4836,154,6.937142857142857,41,0.6301968257661523,0.0001,0.0461553446948528
4837,154,4.527619047619047,50,0.6301338060835757,0.0001,0.061019092798233
4838,46,-16.23904761904762,46,0.6300707927029674,0.0001,0.0650188326835632
4839,30,-21.548571428571428,46,0.6300077856236971,0.0001,0.047838881611824
4840,76,-10.739047619047618,50,0.6299447848451347,0.0001,0.0840869694948196
4841,46,-16.4247619047619,48,0.6298817903666503,0.0001,0.0580465421080589
4842,93,-8.46761904761905,47,0.6298188021876137,0.0001,0.0474471971392631
4843,66,-13.47714285714286,49,0.6297558203073949,0.0001,0.0440642647445201
4844,103,-8.848571428571429,46,0.6296928447253641,0.0001,0.061922937631607
4845,73,-12.781904761904762,46,0.6296298754408916,0.0001,0.0423566251993179
4846,53,-15.324761904761903,46,0.6295669124533475,0.0001,0.044766329228878
4847,103,-10.15095238095238,44,0.6295039557621022,0.0001,0.0467188246548175
4848,121,-6.296190476190477,46,0.6294410053665259,0.0001,0.0432299748063087
4849,127,-4.012857142857143,45,0.6293780612659893,0.0001,0.0839179158210754
4850,92,-13.70809523809524,46,0.6293151234598627,0.0001,0.0544522777199745
4851,64,-17.22,45,0.6292521919475168,0.0001,0.0446409657597541
4852,116,-5.405714285714286,47,0.6291892667283221,0.0001,0.0432568863034248
4853,114,-7.867619047619048,46,0.6291263478016492,0.0001,0.0632331222295761
4854,108,-8.25095238095238,45,0.629063435166869,0.0001,0.063308484852314
4855,128,-6.274761904761905,49,0.6290005288233523,0.0001,0.0614141374826431
4856,76,-14.005714285714287,48,0.62893762877047,0.0001,0.0448465421795845
4857,140,-3.796190476190476,46,0.6288747350075929,0.0001,0.0532606728374958
4858,80,-10.33904761904762,49,0.6288118475340921,0.0001,0.0454385727643966
4859,35,-19.12,51,0.6287489663493387,0.0001,0.0500491634011268
4860,84,-12.96761904761905,44,0.6286860914527038,0.0001,0.049220971763134
4861,51,-13.424761904761905,50,0.6286232228435585,0.0001,0.0455143228173255
4862,77,-12.32952380952381,49,0.6285603605212742,0.0001,0.0424617938697338
4863,87,-9.334285714285716,48,0.628497504485222,0.0001,0.0552700608968734
4864,102,-7.305714285714286,51,0.6284346547347734,0.0001,0.0365084744989872
4865,100,-10.879523809523809,49,0.6283718112693,0.0001,0.0447874665260314
4866,57,-13.158095238095235,46,0.6283089740881731,0.0001,0.0453925281763076
4867,126,-5.243809523809523,45,0.6282461431907643,0.0001,0.0617534667253494
4868,76,-12.434285714285714,50,0.6281833185764453,0.0001,0.0383735075592994
4869,99,-8.093809523809524,42,0.6281205002445877,0.0001,0.0717950612306594
4870,131,-3.6295238095238096,44,0.6280576881945632,0.0001,0.0389088913798332
4871,101,-7.596190476190477,47,0.6279948824257438,0.0001,0.0372998565435409
4872,45,-18.124761904761904,50,0.6279320829375011,0.0001,0.0353815928101539
4873,152,4.882380952380954,44,0.6278692897292074,0.0001,0.0537007898092269
4874,58,-16.80095238095238,43,0.6278065028002345,0.0001,0.034961462020874
4875,54,-18.78904761904762,47,0.6277437221499546,0.0001,0.043934166431427
4876,110,-6.117619047619048,44,0.6276809477777395,0.0001,0.0482390373945236
4877,82,-12.086666666666666,49,0.6276181796829617,0.0001,0.0643146038055419
4878,40,-18.524761904761903,48,0.6275554178649935,0.0001,0.0459977202117443
4879,88,-13.96047619047619,49,0.627492662323207,0.0001,0.0552380383014678
4880,76,-14.13904761904762,45,0.6274299130569747,0.0001,0.0661838725209236
4881,64,-14.022380952380956,45,0.627367170065669,0.0001,0.0324918702244758
4882,83,-11.515238095238097,45,0.6273044333486625,0.0001,0.0448895655572414
4883,89,-9.105714285714283,45,0.6272417029053277,0.0001,0.0352131910622119
4884,129,-3.534285714285715,46,0.6271789787350371,0.0001,0.0603480897843837
4885,79,-13.586666666666666,45,0.6271162608371637,0.0001,0.0616252347826957
4886,69,-13.331904761904765,47,0.6270535492110799,0.0001,0.0402229018509388
4887,59,-16.153333333333332,40,0.6269908438561588,0.0001,0.0341770313680172
4888,171,5.501428571428571,47,0.6269281447717732,0.0001,0.0385929159820079
4889,62,-15.953333333333331,45,0.626865451957296,0.0001,0.0387299768626689
4890,39,-16.934285714285714,46,0.6268027654121003,0.0001,0.0542084835469722
4891,89,-10.391428571428571,47,0.6267400851355591,0.0001,0.0619374774396419
4892,111,-6.048571428571429,44,0.6266774111270456,0.0001,0.0432076156139373
4893,78,-12.246190476190478,46,0.6266147433859328,0.0001,0.0474789179861545
4894,120,-6.87952380952381,44,0.6265520819115943,0.0001,0.0601595863699913
4895,99,-7.793809523809524,47,0.6264894267034031,0.0001,0.0539138428866863
4896,101,-8.786666666666667,45,0.6264267777607327,0.0001,0.0628375634551048
4897,136,-5.950952380952381,45,0.6263641350829566,0.0001,0.0639987215399742
4898,91,-10.184285714285714,50,0.6263014986694483,0.0001,0.0511377789080143
4899,153,5.13,46,0.6262388685195813,0.0001,0.0616677030920982
4900,129,-3.7057142857142855,47,0.6261762446327294,0.0001,0.0769947245717048
4901,61,-14.41047619047619,43,0.6261136270082661,0.0001,0.0484414920210838
4902,102,-9.186666666666667,47,0.6260510156455653,0.0001,0.0678891763091087
4903,92,-10.274761904761906,47,0.6259884105440008,0.0001,0.0742199420928955
4904,95,-10.212857142857144,43,0.6259258117029464,0.0001,0.0525733903050422
4905,97,-9.774761904761906,50,0.6258632191217761,0.0001,0.0247517190873622
4906,134,-6.372380952380952,47,0.625800632799864,0.0001,0.0422000065445899
4907,105,-6.91047619047619,44,0.625738052736584,0.0001,0.0357798114418983
4908,144,-1.9485714285714264,51,0.6256754789313104,0.0001,0.0518818348646163
4909,96,-7.929523809523809,50,0.6256129113834172,0.0001,0.0286085586994886
4910,146,-3.3271428571428574,46,0.6255503500922789,0.0001,0.0458908975124359
4911,137,-6.065238095238096,41,0.6254877950572697,0.0001,0.0443154200911521
4912,127,-3.9057142857142857,47,0.625425246277764,0.0001,0.0259403213858604
4913,60,-12.572380952380952,47,0.6253627037531362,0.0001,0.0487199239432811
4914,76,-12.536666666666669,47,0.6253001674827608,0.0001,0.0561435744166374
4915,28,-21.65333333333333,47,0.6252376374660126,0.0001,0.0695293620228767
4916,107,-6.900952380952381,46,0.625175113702266,0.0001,0.0412181839346885
4917,70,-12.934285714285714,47,0.6251125961908958,0.0001,0.0594580247998237
4918,67,-12.13904761904762,44,0.6250500849312767,0.0001,0.0474258065223693
4919,102,-9.334285714285716,44,0.6249875799227835,0.0001,0.0487034320831298
4920,121,-7.915238095238095,46,0.6249250811647913,0.0001,0.049888726323843
4921,156,6.732380952380954,48,0.6248625886566748,0.0001,0.0582445263862609
4922,45,-16.577142857142853,50,0.6248001023978091,0.0001,0.0484546087682247
4923,81,-11.881904761904764,49,0.6247376223875694,0.0001,0.054408524185419
4924,57,-14.78190476190476,50,0.6246751486253306,0.0001,0.0503157079219818
4925,158,7.503809523809523,45,0.6246126811104681,0.0001,0.0514860562980175
4926,92,-15.398571428571428,48,0.624550219842357,0.0001,0.0505752749741077
4927,138,-6.670000000000001,45,0.6244877648203728,0.0001,0.0638677924871444
4928,52,-20.03190476190476,45,0.6244253160438908,0.0001,0.0389407239854335
4929,90,-10.862857142857145,41,0.6243628735122865,0.0001,0.0435021184384822
4930,106,-8.35095238095238,45,0.6243004372249352,0.0001,0.0647676363587379
4931,50,-15.739047619047618,44,0.6242380071812127,0.0001,0.0557241328060627
4932,74,-11.224761904761904,46,0.6241755833804946,0.0001,0.0614371076226234
4933,98,-11.115238095238094,42,0.6241131658221566,0.0001,0.0522990673780441
4934,72,-14.472380952380952,48,0.6240507545055743,0.0001,0.0329959541559219
4935,98,-11.52,48,0.6239883494301238,0.0001,0.0561762526631355
4936,59,-17.836666666666666,46,0.6239259505951809,0.0001,0.0388677790760993
4937,40,-16.92952380952381,46,0.6238635580001214,0.0001,0.0392547212541103
4938,43,-16.777142857142856,46,0.6238011716443214,0.0001,0.03693812713027
4939,97,-11.572380952380954,48,0.6237387915271569,0.0001,0.0412040427327156
4940,36,-19.067619047619047,48,0.6236764176480042,0.0001,0.051579862833023
4941,122,-6.381904761904762,43,0.6236140500062394,0.0001,0.0318784900009632
4942,106,-9.905714285714286,47,0.6235516886012388,0.0001,0.0484527796506881
4943,89,-10.71761904761905,51,0.6234893334323787,0.0001,0.0792664289474487
4944,80,-11.791428571428572,49,0.6234269844990354,0.0001,0.0421788357198238
4945,69,-13.367619047619048,48,0.6233646418005856,0.0001,0.0552178956568241
4946,63,-14.134285714285715,46,0.6233023053364055,0.0001,0.0405184477567672
4947,82,-11.353333333333332,45,0.6232399751058719,0.0001,0.0408951304852962
4948,91,-10.315238095238094,51,0.6231776511083613,0.0001,0.0463563054800033
4949,116,-7.034285714285715,50,0.6231153333432505,0.0001,0.044993832707405
4950,106,-9.834285714285716,44,0.6230530218099162,0.0001,0.044910654425621
4951,98,-9.63904761904762,45,0.6229907165077352,0.0001,0.0523426011204719
4952,121,-6.291428571428572,48,0.6229284174360844,0.0001,0.0531473457813262
4953,78,-11.896190476190476,40,0.6228661245943408,0.0001,0.0464467853307724
4954,106,-11.558095238095238,47,0.6228038379818813,0.0001,0.0622700378298759
4955,83,-9.53904761904762,52,0.6227415575980831,0.0001,0.058991715312004
4956,132,-6.91047619047619,44,0.6226792834423234,0.0001,0.0392367541790008
4957,103,-8.88904761904762,44,0.6226170155139792,0.0001,0.0270582698285579
4958,92,-8.643809523809523,43,0.6225547538124278,0.0001,0.0328000634908676
4959,59,-14.617619047619048,47,0.6224924983370466,0.0001,0.0241834726184606
